order_id,seller_id,rider_id,cluster_id,scheduled_time,delivered_time,pickup_latitude,pickup_longitude,delivered_latitude,delivered_longitude
1866875,310,2583,39,"2016-04-03 06:35:59","2016-04-03 08:07:52",12.976993,77.6407623,12.99042,77.68417
1866921,928,2217,38,"2016-04-03 06:35:02",NULL,12.9397732,77.6252842,12.93628,77.6128
1866926,310,2583,39,"2016-04-03 06:38:09","2016-04-03 08:41:33",12.976993,77.6407623,12.99042,77.68417
1866999,1972,3149,41,"2016-04-03 06:41:16",NULL,12.9592262,77.6563067,12.9535,77.64364
1867134,310,3520,39,"2016-04-03 06:40:46",NULL,12.976993,77.6407623,12.97189,77.64115
1867142,1972,3149,41,"2016-04-03 06:43:27","2016-04-03 07:08:21",12.9592262,77.6563067,12.9538312,77.6583346
1867144,310,788,39,"2016-04-03 06:41:26","2016-04-03 07:09:57",12.976993,77.6407623,12.98147,77.61921
1867157,929,2131,38,"2016-04-03 06:42:35","2016-04-03 07:21:09",12.9346098,77.6112879,12.943208,77.61042
1867161,693,992,42,"2016-04-03 06:45:27","2016-04-03 07:03:05",12.9126074,77.6504847,12.92,77.64
1867178,310,3520,39,"2016-04-03 06:46:45",NULL,12.976993,77.6407623,12.97189,77.64115
1867216,310,788,39,"2016-04-03 06:48:00","2016-04-03 07:14:55",12.976993,77.6407623,12.98147,77.61921
1867222,2287,3368,91,"2016-04-03 06:48:26","2016-04-03 07:09:48",12.9658318,77.7166191,12.96294,77.7123
1867241,2287,3368,91,"2016-04-03 06:48:54","2016-04-03 07:22:22",12.9658318,77.7166191,12.96294,77.7123
1867256,2287,2992,91,"2016-04-03 06:51:57","2016-04-03 07:06:14",12.9658318,77.7166191,12.96294,77.7123
1867286,693,2565,42,"2016-04-03 06:50:22","2016-04-03 07:04:51",12.9126074,77.6504847,12.91,77.65
1867288,2287,3502,91,"2016-04-03 06:52:45",NULL,12.9658318,77.7166191,12.96294,77.7123
1867293,2287,2992,91,"2016-04-03 06:50:58","2016-04-03 07:07:15",12.9658318,77.7166191,12.96294,77.7123
1867301,2287,3368,91,"2016-04-03 06:51:33","2016-04-03 07:09:45",12.9658318,77.7166191,12.96294,77.7123
1867308,2316,2256,53,"2016-04-03 06:51:58","2016-04-03 08:16:44",12.9259755833155,77.6753354072571,12.93128,77.68624
1867312,928,789,38,"2016-04-03 06:52:09","2016-04-03 07:17:19",12.9397732,77.6252842,12.93317,77.62794
1867345,310,2582,39,"2016-04-03 06:54:32","2016-04-03 08:09:02",12.976993,77.6407623,12.98457,77.6622
1867365,2614,1492,52,"2016-04-03 06:55:09","2016-04-03 07:57:39",12.899621963501,77.5948638916016,12.9151,77.6128
1867398,1972,2363,41,"2016-04-03 06:57:13",NULL,12.9592262,77.6563067,12.9458,77.64932
1867400,2213,3183,56,"2016-04-03 06:59:35","2016-04-03 07:12:30",12.9059519782,77.5855685771,12.9118,77.58905
1867437,2614,1492,52,"2016-04-03 07:02:56","2016-04-03 07:44:04",12.899621963501,77.5948638916016,12.9151,77.6128
1867456,1972,3105,41,"2016-04-03 07:01:51",NULL,12.9592262,77.6563067,12.9598,77.649
1867464,2308,2243,42,"2016-04-03 07:05:25","2016-04-03 07:25:10",12.9074821,77.6491524,12.89805,77.65504
1867469,343,973,41,"2016-04-03 07:05:46","2016-04-03 07:30:56",12.959203,77.653895,12.96008,77.64416
1867472,2314,3671,96,"2016-04-03 07:05:51","2016-04-03 07:30:03",12.8881982,77.5976316,12.89041,77.59809
1867489,2333,2927,39,"2016-04-03 07:07:18","2016-04-03 07:48:01",12.9782741,77.6385595,12.96008,77.64416
1867516,2093,2480,42,"2016-04-03 07:08:29",NULL,12.9083403,77.6514987,12.9589602,77.5846652
1867555,655,1303,100,"2016-04-03 07:10:32",NULL,12.92514,77.55054,12.93564,77.54933
1867577,343,3105,41,"2016-04-03 07:09:34",NULL,12.959203,77.653895,12.96997,77.66721
1867580,2614,1492,52,"2016-04-03 07:12:34","2016-04-03 07:57:40",12.899621963501,77.5948638916016,12.9151,77.6128
1867587,2461,3044,96,"2016-04-03 07:10:43",NULL,12.8893659,77.5975252,12.891726,77.600087
1867591,2207,1984,52,"2016-04-03 07:13:10","2016-04-03 07:34:12",12.9152689,77.620126,12.91757,77.60811
1867602,655,1281,100,"2016-04-03 07:11:31","2016-04-03 07:58:43",12.92514,77.55054,12.9278,77.5548
1867605,2243,3267,96,"2016-04-03 07:11:46",NULL,12.8904418,77.5980522,12.91396,77.60012
1867608,655,1281,100,"2016-04-03 07:14:13","2016-04-03 07:58:41",12.92514,77.55054,12.9278,77.5548
1867628,2287,3502,91,"2016-04-03 07:15:03","2016-04-03 09:04:15",12.9658318,77.7166191,12.96294,77.7123
1867662,2313,3424,56,"2016-04-03 07:15:26",NULL,12.9062901,77.5930025,12.90056,77.58916
1867667,2287,2992,91,"2016-04-03 07:15:48","2016-04-03 09:04:24",12.9658318,77.7166191,12.96294,77.7123
1867674,310,1385,39,"2016-04-03 07:14:09",NULL,12.976993,77.6407623,12.97189,77.64115
1867676,1458,3614,74,"2016-04-03 07:14:27",NULL,12.9558901,77.7083171,12.9589602,77.5846652
1867684,1379,1711,52,"2016-04-03 07:17:13","2016-04-03 07:31:45",12.9215955,77.6203654,12.9151,77.6128
1867691,2092,2565,42,"2016-04-03 07:17:41","2016-04-03 07:35:13",12.9113679,77.6521828,12.9066,77.6463
1867707,655,3673,100,"2016-04-03 07:20:08","2016-04-03 07:47:38",12.92514,77.55054,12.9192,77.5421
1867717,2308,2243,42,"2016-04-03 07:18:59","2016-04-03 07:41:51",12.9074821,77.6491524,12.9066,77.6463
1867719,310,788,39,"2016-04-03 07:19:08","2016-04-03 07:51:22",12.976993,77.6407623,12.97688,77.64932
1867748,2174,962,42,"2016-04-03 07:23:27",NULL,12.9122182,77.642148,12.89836,77.61795
1867754,2313,3425,56,"2016-04-03 07:21:23",NULL,12.9062901,77.5930025,12.91264,77.57627
1867771,2207,3186,52,"2016-04-03 07:24:48","2016-04-03 07:55:22",12.9152689,77.620126,12.91757,77.60811
1867799,693,2565,42,"2016-04-03 07:22:57","2016-04-03 08:12:23",12.9126074,77.6504847,12.93,77.66
1867825,2077,3398,100,"2016-04-03 07:25:03","2016-04-03 07:49:38",12.9244899,77.5651683,12.9204,77.5671
1867864,693,2565,42,"2016-04-03 07:29:39","2016-04-03 08:27:55",12.9126074,77.6504847,12.93,77.66
1867866,928,2433,38,"2016-04-03 07:27:26","2016-04-03 07:46:23",12.9397732,77.6252842,12.9429,77.6132
1867882,693,3319,42,"2016-04-03 07:28:56",NULL,12.9126074,77.6504847,12.91,77.65
1867883,2606,3349,41,"2016-04-03 07:28:57",NULL,12.9590032,77.6591177,12.9591,77.6579
1867892,2606,3349,41,"2016-04-03 07:31:59",NULL,12.9590032,77.6591177,12.9598,77.649
1867894,2243,3267,96,"2016-04-03 07:32:10",NULL,12.8904418,77.5980522,12.8928,77.5989
1867924,2093,2480,42,"2016-04-03 07:34:46",NULL,12.9083403,77.6514987,12.9589602,77.5846652
1867940,2092,2243,42,"2016-04-03 07:33:13","2016-04-03 08:37:21",12.9113679,77.6521828,12.9086,77.66375
1867947,693,3319,42,"2016-04-03 07:36:08",NULL,12.9126074,77.6504847,12.91,77.64
1867949,2614,2373,52,"2016-04-03 07:36:14","2016-04-03 07:56:51",12.899621963501,77.5948638916016,12.9118,77.58905
1867955,1379,1986,52,"2016-04-03 07:34:20","2016-04-03 08:10:15",12.9215955,77.6203654,12.89836,77.61795
1867958,1458,2515,74,"2016-04-03 07:36:52",NULL,12.9558901,77.7083171,12.9589602,77.5846652
1867979,2207,1050,52,"2016-04-03 07:36:46","2016-04-03 08:20:14",12.9152689,77.620126,12.91757,77.60811
1867995,343,973,41,"2016-04-03 07:39:48","2016-04-03 08:23:39",12.959203,77.653895,12.9695,77.67222
1867998,2092,2243,42,"2016-04-03 07:39:52",NULL,12.9113679,77.6521828,12.91029,77.64502
1868020,343,972,41,"2016-04-03 07:38:14","2016-04-03 08:24:25",12.959203,77.653895,12.9598,77.649
1868122,1968,2260,56,"2016-04-03 07:41:45","2016-04-03 08:08:07",12.9264852,77.58624,12.93923,77.58897
1868168,1972,3149,41,"2016-04-03 07:40:39","2016-04-03 07:49:02",12.9592262,77.6563067,12.9598,77.649
1868191,1972,2363,41,"2016-04-03 07:42:15","2016-04-03 07:55:03",12.9592262,77.6563067,12.9591,77.6579
1868203,693,992,42,"2016-04-03 07:43:02","2016-04-03 08:18:59",12.9126074,77.6504847,12.92,77.66
1868218,1972,2363,41,"2016-04-03 07:46:10",NULL,12.9592262,77.6563067,12.9591,77.6579
1868221,2313,3424,56,"2016-04-03 07:46:37",NULL,12.9062901,77.5930025,12.90162,77.582
1868224,2310,992,42,"2016-04-03 07:46:49",NULL,12.9097569,77.649138,12.9337,77.6622
1868234,1972,3149,41,"2016-04-03 07:47:20","2016-04-03 08:46:27",12.9592262,77.6563067,12.959561,77.649
1868235,2014,772,39,"2016-04-03 07:47:20",NULL,12.97611563,77.6408888,12.98147,77.61921
1868239,2310,2243,42,"2016-04-03 07:45:28","2016-04-03 08:34:39",12.9097569,77.649138,12.892,77.64645
1868246,2093,2480,42,"2016-04-03 07:47:55",NULL,12.9083403,77.6514987,12.9589602,77.5846652
1868260,2316,2495,53,"2016-04-03 07:46:33","2016-04-03 08:15:37",12.9259755833155,77.6753354072571,12.9337,77.6622
1868264,343,3149,41,"2016-04-03 07:48:58",NULL,12.959203,77.653895,12.9538312,77.6583346
1868268,1972,3149,41,"2016-04-03 07:49:10",NULL,12.9592262,77.6563067,12.9538312,77.6583346
1868271,343,972,41,"2016-04-03 07:47:08","2016-04-03 08:24:29",12.959203,77.653895,12.9598,77.649
1868275,2093,2480,42,"2016-04-03 07:49:39","2016-04-03 08:25:13",12.9083403,77.6514987,12.9589602,77.5846652
1868278,2014,788,39,"2016-04-03 07:47:39","2016-04-03 08:17:31",12.97611563,77.6408888,12.97189,77.64115
1868281,1968,2474,56,"2016-04-03 07:50:27","2016-04-03 08:12:44",12.9264852,77.58624,12.9395,77.59883
1868282,2461,3671,96,"2016-04-03 07:48:12",NULL,12.8893659,77.5975252,12.891726,77.600087
1868290,693,3319,42,"2016-04-03 07:48:56",NULL,12.9126074,77.6504847,12.91,77.65
1868298,929,2131,38,"2016-04-03 07:49:44","2016-04-03 08:41:21",12.9346098,77.6112879,12.9277,77.6093
1868299,2092,992,42,"2016-04-03 07:49:45","2016-04-03 08:19:04",12.9113679,77.6521828,12.9337,77.6622
1868347,655,3673,100,"2016-04-03 07:52:36","2016-04-03 08:20:43",12.92514,77.55054,12.93697,77.56087
1868348,311,2160,41,"2016-04-03 07:54:57","2016-04-03 08:08:11",12.955793,77.64151,12.95878,77.64001
1868364,1379,1984,52,"2016-04-03 07:56:40","2016-04-03 08:24:32",12.9215955,77.6203654,12.89836,77.61795
1868372,1379,1711,52,"2016-04-03 07:57:48","2016-04-03 08:12:13",12.9215955,77.6203654,12.9249865,77.6127996
1868419,693,775,42,"2016-04-03 07:59:22","2016-04-03 08:50:19",12.9126074,77.6504847,12.91,77.65
1868439,2308,2126,42,"2016-04-03 08:00:51","2016-04-03 08:40:15",12.9074821,77.6491524,12.9066,77.6463
1868444,1972,3105,41,"2016-04-03 08:01:00","2016-04-03 08:07:54",12.9592262,77.6563067,12.95872,77.65944
1868453,1972,3105,41,"2016-04-03 07:59:29",NULL,12.9592262,77.6563067,12.9538312,77.6583346
1868464,693,2258,42,"2016-04-03 08:02:33",NULL,12.9126074,77.6504847,12.91,77.64
1868474,1972,2084,41,"2016-04-03 08:03:23",NULL,12.9592262,77.6563067,12.9458,77.64932
1868494,2243,3267,96,"2016-04-03 08:01:30","2016-04-03 08:30:44",12.8904418,77.5980522,12.88468,77.582
1868502,2213,2818,56,"2016-04-03 08:02:09","2016-04-03 08:27:37",12.9059519782,77.5855685771,12.9118,77.58905
1868505,655,1303,100,"2016-04-03 08:02:14","2016-04-03 08:22:56",12.92514,77.55054,12.92201,77.53615
1868511,2314,3671,96,"2016-04-03 08:02:38","2016-04-03 08:26:33",12.8881982,77.5976316,12.89041,77.59809
1868512,655,1281,100,"2016-04-03 08:02:48","2016-04-03 08:34:31",12.92514,77.55054,12.9178,77.5594
1868519,2326,2373,52,"2016-04-03 08:05:34","2016-04-03 08:59:09",12.9179907,77.6128723,12.89836,77.61795
1868522,655,956,100,"2016-04-03 08:03:25","2016-04-03 09:27:39",12.92514,77.55054,12.91693,77.56266
1868532,2207,3186,52,"2016-04-03 08:03:38","2016-04-03 08:24:05",12.9152689,77.620126,12.92532,77.60492
1868539,1968,2260,56,"2016-04-03 08:04:15","2016-04-03 08:41:25",12.9264852,77.58624,12.94368,77.58515
1868552,2611,1282,56,"2016-04-03 08:07:06","2016-04-03 08:26:57",12.912028,77.586426,12.913218,77.597802
1868556,310,2583,39,"2016-04-03 08:07:18","2016-04-03 11:51:36",12.976993,77.6407623,12.99042,77.68417
1868557,693,775,42,"2016-04-03 08:05:06",NULL,12.9126074,77.6504847,12.91,77.66
1868561,1972,2084,41,"2016-04-03 08:05:08",NULL,12.9592262,77.6563067,12.9698,77.6685
1868567,2213,2818,56,"2016-04-03 08:07:44","2016-04-03 08:27:39",12.9059519782,77.5855685771,12.9118,77.58905
1868571,2614,2373,52,"2016-04-03 08:08:00","2016-04-03 08:33:14",12.899621963501,77.5948638916016,12.9151,77.6128
1868574,928,789,38,"2016-04-03 08:05:52","2016-04-03 08:31:02",12.9397732,77.6252842,12.9429,77.6132
1868576,2174,963,42,"2016-04-03 08:05:54","2016-04-03 08:47:01",12.9122182,77.642148,12.91029,77.64502
1868616,1991,1267,52,"2016-04-03 08:08:13","2016-04-03 08:35:18",12.9167593,77.5926123,12.91049,77.58572
1868645,1834,2259,56,"2016-04-03 08:10:35","2016-04-03 08:41:05",12.9271625,77.5861038,12.92005,77.58343
1868650,655,3673,100,"2016-04-03 08:11:09","2016-04-03 08:57:45",12.92514,77.55054,12.9055682,77.5455438
1868655,2111,2243,42,"2016-04-03 08:13:52","2016-04-03 09:14:36",12.910905,77.6325176,12.9089,77.6407
1868671,655,3673,100,"2016-04-03 08:13:02","2016-04-03 09:28:40",12.92514,77.55054,12.9178,77.5594
1868697,2093,990,42,"2016-04-03 08:16:33","2016-04-03 08:50:45",12.9083403,77.6514987,12.943208,77.61042
1868699,310,3520,39,"2016-04-03 08:16:36","2016-04-03 09:59:51",12.976993,77.6407623,12.98125,77.63715
1868708,929,2131,38,"2016-04-03 08:17:18","2016-04-03 09:31:32",12.9346098,77.6112879,12.9277,77.6093
1868710,310,1385,39,"2016-04-03 08:17:28","2016-04-03 08:41:41",12.976993,77.6407623,12.97189,77.64115
1868717,1458,2898,74,"2016-04-03 08:17:43","2016-04-03 08:54:25",12.9558901,77.7083171,12.9512,77.69977
1868723,2366,2480,42,"2016-04-03 08:16:12","2016-04-03 09:06:59",12.8968826098565,77.6582872867584,12.9086,77.66375
1868727,2207,1050,52,"2016-04-03 08:16:37","2016-04-03 09:10:47",12.9152689,77.620126,12.91757,77.60811
1868732,693,3319,42,"2016-04-03 08:16:49",NULL,12.9126074,77.6504847,12.89,77.64
1868738,1458,3614,74,"2016-04-03 08:19:26","2016-04-03 08:28:12",12.9558901,77.7083171,12.9512,77.69977
1868746,1458,3614,74,"2016-04-03 08:19:56","2016-04-03 08:46:22",12.9558901,77.7083171,12.9565,77.7324
1868755,2461,3671,96,"2016-04-03 08:18:18","2016-04-03 08:49:57",12.8893659,77.5975252,12.87153,77.60206
1868757,343,2120,41,"2016-04-03 08:18:28","2016-04-03 09:54:48",12.959203,77.653895,12.949,77.6871
1868762,2287,2992,91,"2016-04-03 08:20:54","2016-04-03 08:23:44",12.9658318,77.7166191,12.96294,77.7123
1868765,2461,3051,96,"2016-04-03 08:21:06","2016-04-03 08:53:15",12.8893659,77.5975252,12.89735,77.61065
1868768,2092,963,42,"2016-04-03 08:18:56","2016-04-03 09:25:42",12.9113679,77.6521828,12.9175,77.6365
1868779,2093,990,42,"2016-04-03 08:19:36","2016-04-03 09:16:52",12.9083403,77.6514987,12.9589602,77.5846652
1868781,343,2120,41,"2016-04-03 08:19:43","2016-04-03 09:54:59",12.959203,77.653895,12.94771,77.6894
1868783,928,2433,38,"2016-04-03 08:22:09",NULL,12.9397732,77.6252842,12.92104,77.63357
1868796,1972,3149,41,"2016-04-03 08:20:45","2016-04-03 08:25:44",12.9592262,77.6563067,12.96607,77.66974
1868806,1972,3105,41,"2016-04-03 08:23:50","2016-04-03 08:34:35",12.9592262,77.6563067,12.95872,77.65944
1868819,1972,2363,41,"2016-04-03 08:22:15","2016-04-03 08:32:53",12.9592262,77.6563067,12.95872,77.65944
1868824,2461,3051,96,"2016-04-03 08:22:29","2016-04-03 09:06:20",12.8893659,77.5975252,12.87594,77.59526
1868838,311,2160,41,"2016-04-03 08:23:16","2016-04-03 08:44:32",12.955793,77.64151,12.9458,77.64932
1868851,2606,3349,41,"2016-04-03 08:23:28","2016-04-03 08:47:11",12.9590032,77.6591177,12.9591,77.6579
1868857,2606,3349,41,"2016-04-03 08:26:14","2016-04-03 08:47:12",12.9590032,77.6591177,12.96099,77.63873
1868859,2461,3671,96,"2016-04-03 08:24:10",NULL,12.8893659,77.5975252,12.88853,77.59947
1868863,1972,2084,41,"2016-04-03 08:26:40",NULL,12.9592262,77.6563067,12.94758,77.65995
1868868,2313,3424,56,"2016-04-03 08:27:07",NULL,12.9062901,77.5930025,12.913218,77.597802
1868869,655,1303,100,"2016-04-03 08:24:53","2016-04-03 08:53:31",12.92514,77.55054,12.9221,77.55263
1868878,343,972,41,"2016-04-03 08:25:18",NULL,12.959203,77.653895,12.94758,77.65995
1868887,2313,3425,56,"2016-04-03 08:28:19",NULL,12.9062901,77.5930025,12.91049,77.58572
1868910,693,3319,42,"2016-04-03 08:28:59",NULL,12.9126074,77.6504847,12.92,77.64
1868927,928,2340,38,"2016-04-03 08:30:35","2016-04-03 08:53:42",12.9397732,77.6252842,12.92776,77.62641
1868936,1972,2084,41,"2016-04-03 08:28:45",NULL,12.9592262,77.6563067,12.96008,77.64416
1868951,1458,2515,74,"2016-04-03 08:31:47",NULL,12.9558901,77.7083171,12.9589602,77.5846652
1868955,1458,2515,74,"2016-04-03 08:29:53",NULL,12.9558901,77.7083171,12.9589602,77.5846652
1868956,1379,1986,52,"2016-04-03 08:32:13","2016-04-03 09:14:02",12.9215955,77.6203654,12.9249865,77.6127996
1868960,1458,2515,74,"2016-04-03 08:30:09","2016-04-03 08:47:35",12.9558901,77.7083171,12.9589602,77.5846652
1868967,1379,1986,52,"2016-04-03 08:30:43","2016-04-03 08:54:42",12.9215955,77.6203654,12.9249865,77.6127996
1868974,1458,2515,74,"2016-04-03 08:33:29","2016-04-03 08:40:31",12.9558901,77.7083171,12.9589602,77.5846652
1869012,2287,3401,91,"2016-04-03 08:33:41","2016-04-03 08:38:02",12.9658318,77.7166191,12.96469,77.71945
1869052,693,2565,42,"2016-04-03 08:35:56","2016-04-03 09:17:06",12.9126074,77.6504847,12.91,77.65
1869059,2510,3051,96,"2016-04-03 08:38:37","2016-04-03 09:35:36",12.8904418,77.5980522,12.89778,77.61407
1869063,1379,1711,52,"2016-04-03 08:38:52","2016-04-03 09:06:43",12.9215955,77.6203654,12.92667,77.61853
1869064,2287,3316,91,"2016-04-03 08:36:39","2016-04-03 09:11:29",12.9658318,77.7166191,12.96294,77.7123
1869067,2243,3267,96,"2016-04-03 08:37:03","2016-04-03 09:06:50",12.8904418,77.5980522,12.87594,77.59526
1869070,1379,1984,52,"2016-04-03 08:39:23","2016-04-03 09:08:23",12.9215955,77.6203654,12.9277,77.6093
1869074,1968,2474,56,"2016-04-03 08:39:33",NULL,12.9264852,77.58624,12.9246,77.6015
1869085,1379,1984,52,"2016-04-03 08:37:38","2016-04-03 09:04:13",12.9215955,77.6203654,12.9277,77.6093
1869086,2287,3368,91,"2016-04-03 08:39:54","2016-04-03 08:43:49",12.9658318,77.7166191,12.96294,77.7123
1869088,2611,1282,56,"2016-04-03 08:37:41",NULL,12.912028,77.586426,12.94211,77.57116
1869103,693,2565,42,"2016-04-03 08:40:56","2016-04-03 09:29:22",12.9126074,77.6504847,12.89,77.64
1869120,343,973,41,"2016-04-03 08:39:42","2016-04-03 09:14:37",12.959203,77.653895,12.9657,77.657
1869124,928,789,38,"2016-04-03 08:42:12","2016-04-03 09:06:09",12.9397732,77.6252842,12.92776,77.62641
1869131,343,973,41,"2016-04-03 08:42:29","2016-04-03 09:14:39",12.959203,77.653895,12.9591,77.6579
1869139,310,2582,39,"2016-04-03 08:43:11",NULL,12.976993,77.6407623,12.97189,77.64115
1869164,693,990,42,"2016-04-03 08:44:42","2016-04-03 09:35:59",12.9126074,77.6504847,12.91,77.64
1869172,1972,3105,41,"2016-04-03 08:42:55",NULL,12.9592262,77.6563067,12.9591,77.6579
1869176,2287,3368,91,"2016-04-03 08:45:14","2016-04-03 08:47:56",12.9658318,77.7166191,12.96294,77.7123
1869192,693,990,42,"2016-04-03 08:44:08","2016-04-03 09:45:29",12.9126074,77.6504847,12.9,77.64
1869202,2326,3186,52,"2016-04-03 08:46:44","2016-04-03 09:50:28",12.9179907,77.6128723,12.89096,77.60993
1869205,1972,2363,41,"2016-04-03 08:46:54","2016-04-03 09:02:34",12.9592262,77.6563067,12.9591,77.6579
1869221,2287,2992,91,"2016-04-03 08:47:54",NULL,12.9658318,77.7166191,12.96294,77.7123
1869223,1458,3614,74,"2016-04-03 08:45:44","2016-04-03 08:52:15",12.9558901,77.7083171,12.9512,77.69977
1869228,693,963,42,"2016-04-03 08:48:16","2016-04-03 09:19:14",12.9126074,77.6504847,12.92,77.63
1869236,1972,3149,41,"2016-04-03 08:48:59","2016-04-03 09:02:49",12.9592262,77.6563067,12.97508,77.60469
1869247,928,789,38,"2016-04-03 08:47:25","2016-04-03 09:19:55",12.9397732,77.6252842,12.93317,77.62794
1869274,311,2160,41,"2016-04-03 08:50:13","2016-04-03 09:00:00",12.955793,77.64151,12.96099,77.63873
1869277,1316,2258,42,"2016-04-03 08:48:02","2016-04-03 09:06:36",12.9104166,77.6297628,12.9121,77.6443
1869285,311,2160,41,"2016-04-03 08:50:44","2016-04-03 09:18:51",12.955793,77.64151,12.9458,77.64932
1869287,928,2433,38,"2016-04-03 08:50:46","2016-04-03 09:12:01",12.9397732,77.6252842,12.92667,77.61853
1869291,693,963,42,"2016-04-03 08:50:58","2016-04-03 09:03:13",12.9126074,77.6504847,12.91,77.65
1869292,2287,3502,91,"2016-04-03 08:51:02",NULL,12.9658318,77.7166191,12.95756,77.71802
1869296,1991,1267,52,"2016-04-03 08:51:14",NULL,12.9167593,77.5926123,12.91049,77.58572
1869319,2287,2992,91,"2016-04-03 08:50:04","2016-04-03 09:09:05",12.9658318,77.7166191,12.96294,77.7123
1869324,1458,3614,74,"2016-04-03 08:50:29","2016-04-03 09:29:12",12.9558901,77.7083171,12.9512,77.69977
1869348,2314,3052,96,"2016-04-03 08:52:25",NULL,12.8881982,77.5976316,12.89041,77.59809
1869351,693,2480,42,"2016-04-03 08:54:50","2016-04-03 09:22:44",12.9126074,77.6504847,12.9,77.64
1869357,2287,3368,91,"2016-04-03 08:55:01","2016-04-03 09:11:56",12.9658318,77.7166191,12.96294,77.7123
1869372,2287,3316,91,"2016-04-03 08:54:02","2016-04-03 09:31:16",12.9658318,77.7166191,12.96294,77.7123
1869374,693,2480,42,"2016-04-03 08:56:21",NULL,12.9126074,77.6504847,12.89,77.64
1869402,2287,3368,91,"2016-04-03 08:58:18",NULL,12.9658318,77.7166191,12.96294,77.7123
1869419,693,2258,42,"2016-04-03 08:57:01","2016-04-03 09:23:15",12.9126074,77.6504847,12.91,77.65
1869430,2510,3615,96,"2016-04-03 09:00:42",NULL,12.8904418,77.5980522,12.87153,77.60206
1869460,929,2131,38,"2016-04-03 09:02:20","2016-04-03 09:52:39",12.9346098,77.6112879,12.943208,77.61042
1869467,2461,3052,96,"2016-04-03 09:02:56","2016-04-03 09:14:41",12.8893659,77.5975252,12.8928,77.5989
1869468,2287,3395,91,"2016-04-03 09:02:58",NULL,12.9658318,77.7166191,12.96294,77.7123
1869472,928,2217,38,"2016-04-03 09:01:05",NULL,12.9397732,77.6252842,12.9247,77.6376
1869477,2287,2978,91,"2016-04-03 09:01:34",NULL,12.9658318,77.7166191,12.96294,77.7123
1869488,1307,2217,38,"2016-04-03 09:02:23","2016-04-03 09:46:25",12.9388802,77.6190656,12.92104,77.63357
1869493,2316,2256,53,"2016-04-03 09:05:14","2016-04-03 09:37:52",12.9259755833155,77.6753354072571,12.9337,77.6622
1869496,1972,2084,41,"2016-04-03 09:03:25",NULL,12.9592262,77.6563067,12.959561,77.649
1869500,693,2258,42,"2016-04-03 09:03:42","2016-04-03 09:59:23",12.9126074,77.6504847,12.89,77.64
1869512,343,972,41,"2016-04-03 09:06:56","2016-04-03 11:24:57",12.959203,77.653895,12.94758,77.65995
1869516,1972,3149,41,"2016-04-03 09:07:14",NULL,12.9592262,77.6563067,12.9591,77.6579
